x1,x2,word,main_word,similar_score
-5.057054,-26.339079,tuyul,jenazah,0.7281721830368042
-5.3051248,-20.137644,lahat,jenazah,0.6047759056091309
-10.199364,-26.908102,hewan,jenazah,0.600649356842041
-8.675417,-20.515125,hanyut,jenazah,0.522168755531311
15.297898,-4.9358783,bau,jenazah,0.5174423456192017
27.639572,-2.615814,bumi,jenazah,0.5061578750610352
-7.972488,-23.183537,penjual,jenazah,0.4955739378929138
30.717268,11.292382,wasiat,jenazah,0.4950477182865143
-2.2959082,-14.045069,coran,jenazah,0.4948786497116089
9.6224,6.195579,makamnya,jenazah,0.4913152754306793
5.0928535,-19.855316,lalat,mati,0.6745004653930664
23.03317,11.694951,bodong,mati,0.537461519241333
8.726485,-3.2012417,terinfeksi,mati,0.5083603858947754
-11.345295,-5.8734317,bisnis,mati,0.49440374970436096
5.4880323,-15.398391,biro,mati,0.49337702989578247
-7.8681397,1.4150509,timah,mati,0.48572272062301636
-18.995335,-2.137589,gadis,mati,0.4694952666759491
-7.9570894,4.3728895,ular,mati,0.4422069787979126
-13.761697,-10.52011,masjid,mati,0.4405432939529419
-16.804241,-4.88044,manusia,mati,0.44000619649887085
17.829565,-21.29808,arisan,anak,0.5628015398979187
-4.345292,27.637075,penuntut,anak,0.5422884821891785
36.436695,2.4508042,majikan,anak,0.5098378658294678
-12.311726,-17.63529,kecubung,anak,0.49375230073928833
4.293393,24.525204,menjelang,anak,0.4863295555114746
-2.583193,30.917902,anakku,anak,0.4853196144104004
-5.0970383,-23.223976,jenazah,anak,0.47146058082580566
-23.262644,-7.2191014,asap,anak,0.4408937692642212
-2.282464,-25.256685,pembuat,anak,0.4325127601623535
19.67293,-24.78233,lintah,anak,0.4314594864845276
-20.241909,13.742303,liang,jenazahnya,0.6417191028594971
-21.49348,24.544596,hak,jenazahnya,0.5888224840164185
-8.946166,-12.133817,gosong,jenazahnya,0.577694833278656
-12.941981,5.2013626,sengatan,jenazahnya,0.5530458092689514
-23.108906,18.280247,remuk,jenazahnya,0.5477502346038818
-15.173647,-29.704273,fitnah,jenazahnya,0.5439620614051819
-16.708061,-29.894566,orangtua,jenazahnya,0.5267053246498108
-17.042397,17.15906,bersisik,jenazahnya,0.5262845754623413
-14.479642,19.01333,dibungkus,jenazahnya,0.4998183846473694
-19.504007,22.797558,pedagang,jenazahnya,0.48859572410583496
-20.286795,16.400064,jenazahnya,liang,0.6417192220687866
-4.805107,10.306097,terkena,liang,0.5933918356895447
-19.68085,9.385792,gosip,liang,0.5797294974327087
-18.977278,19.812542,petir,liang,0.5309832096099854
-31.704145,0.9992546,tua,liang,0.515953540802002
1.437567,18.274422,runtuh,liang,0.48485881090164185
23.6312,20.32806,mayat,liang,0.45525139570236206
7.6025066,2.5503428,terpendam,liang,0.44954025745391846
-16.471977,11.255712,penebar,liang,0.44050133228302
-18.11308,-31.810852,menjadikan,liang,0.4403929114341736
-7.0295205,19.828283,kasar,akibat,0.6252678632736206
-17.730839,-14.565804,hitam,akibat,0.5354202389717102
-18.10062,-13.314874,diinjak,akibat,0.46601951122283936
-17.372368,-11.354998,ulang,akibat,0.4558976888656616
5.253416,13.799998,menyerupai,akibat,0.4481690227985382
10.054937,0.047629863,api,akibat,0.44295740127563477
-11.274643,-1.0878841,lubang,akibat,0.44234132766723633
-11.7102375,12.874755,pengoplos,akibat,0.42468327283859253
-7.260906,-9.948395,minum,akibat,0.4224415421485901
-30.571943,6.373129,culas,akibat,0.4158037006855011
-0.9772251,-0.7707701,rumah,durhaka,0.5468404293060303
3.8675997,0.1670243,debu,durhaka,0.5326335430145264
2.4385064,0.9279433,ditekuk,durhaka,0.49454328417778015
-2.073591,3.2933745,berwarna,durhaka,0.47573041915893555
8.18226,-27.092604,suami,durhaka,0.47489166259765625
-0.010367813,-31.148771,banjir,durhaka,0.4550994634628296
-6.4869556,17.224897,dermawan,durhaka,0.44507867097854614
2.2284818,-33.56055,ledakan,durhaka,0.4358854591846466
1.8135333,-1.8228811,sepasang,durhaka,0.42100492119789124
12.584646,-8.156597,berbisa,durhaka,0.4196404218673706
8.747899,-27.680254,brankas,suami,0.6190335750579834
7.950104,-23.75665,kena,suami,0.5775752067565918
-23.654097,9.9306755,memaki,suami,0.5159117579460144
0.3594765,0.9476317,durhaka,suami,0.47489166259765625
3.1187613,18.87144,oli,suami,0.4747862219810486
-3.0867202,14.365004,pembuangan,suami,0.47410207986831665
1.9479715,16.347391,mandor,suami,0.4721105098724365
-8.696988,4.1530347,ular,suami,0.46623075008392334
1.1967275,18.991386,runtuh,suami,0.4548075795173645
5.6538234,-30.578543,kolam,suami,0.4471404552459717
-6.9853835,11.541984,pemakamannya,dipenuhi,0.589360773563385
30.18628,-5.3533797,penyegel,dipenuhi,0.5840590000152588
-8.510488,4.9068723,ular,dipenuhi,0.5447462797164917
-5.6141915,28.078173,penuntut,dipenuhi,0.5127215385437012
-13.122539,-19.462711,kontraktor,dipenuhi,0.4812997579574585
-11.687017,-9.740618,jasad,dipenuhi,0.4667896628379822
-12.941981,5.2013626,sengatan,dipenuhi,0.4658018946647644
-12.0516405,-12.225245,keliling,dipenuhi,0.46548032760620117
-4.6690083,14.517075,pengasuh,dipenuhi,0.4574306905269623
-7.5442266,8.709824,tergoreng,dipenuhi,0.45177918672561646
-8.118895,-20.982283,hanyut,penjual,0.5776134729385376
30.927475,-16.496136,gadungan,penjual,0.5761284828186035
-3.9845428,-22.046318,jenazah,penjual,0.4955739378929138
-5.4750795,-26.083633,tuyul,penjual,0.4917007386684418
-9.974709,-27.84998,hewan,penjual,0.4896969795227051
-33.612408,13.14014,belut,penjual,0.456689715385437
-20.867546,-16.312958,jumawa,penjual,0.4527736008167267
12.083868,-6.4516287,rintangan,penjual,0.4162612557411194
2.8560803,-11.614089,mendengkur,penjual,0.4133338928222656
-8.376278,-33.347706,investasi,penjual,0.4049428701400757
18.71531,4.687091,kuburnya,tanah,0.6204681396484375
-19.47407,29.60651,suka,tanah,0.582583487033844
13.060806,5.1953993,bicara,tanah,0.5783128142356873
19.806005,8.477668,ibu,tanah,0.5085839033126831
22.479181,-13.04142,panggung,tanah,0.47921276092529297
15.404821,8.177925,isi,tanah,0.45538246631622314
18.394545,12.377352,tertimbun,tanah,0.44860345125198364
-2.9992003,17.991102,anget,tanah,0.44741180539131165
-23.364725,-12.94663,beling,tanah,0.4433484673500061
17.057682,5.6108656,dibanjiri,tanah,0.43715864419937134
26.223269,-1.9687684,sakaratul,bumi,0.5892072916030884
32.78701,8.702101,terperangkap,bumi,0.5401281118392944
1.6249807,-30.350094,tersedot,bumi,0.521876335144043
-3.5692275,-22.881336,jenazah,bumi,0.5061578750610352
31.098402,-2.8502197,terbelit,bumi,0.5052229166030884
-12.383619,-17.735332,kecubung,bumi,0.48576393723487854
27.279871,0.80699795,genit,bumi,0.47954651713371277
29.855616,6.8781137,terputus,bumi,0.46179676055908203
25.157652,-0.15358962,menzalimi,bumi,0.459520161151886
28.501625,0.5089077,bersaudara,bumi,0.452149361371994
15.684775,26.17858,pedulikan,istri,0.576019287109375
17.292723,21.166388,gas,istri,0.5697975158691406
-11.972409,9.679923,terkubur,istri,0.5061496496200562
-3.429877,22.315872,ratusan,istri,0.4831908941268921
26.866562,-20.574842,kafan,istri,0.47325068712234497
-21.125568,1.7969197,kuburan,istri,0.4728660583496094
2.6418183,-27.498777,terbalik,istri,0.439647912979126
14.888472,16.285353,jimat,istri,0.43961355090141296
26.241358,-9.031146,kulit,istri,0.4343182444572449
4.662563,-1.6396062,besi,istri,0.43191057443618774
19.209312,-8.47716,pujian,terbakar,0.5776594281196594
10.119458,-15.0430975,aneh,terbakar,0.5297673940658569
17.617336,-15.422401,terlindas,terbakar,0.4939287006855011
9.723193,9.316589,buntung,terbakar,0.4772647023200989
8.29887,-21.96024,batang,terbakar,0.4730994403362274
17.002779,-11.493944,godam,terbakar,0.47055184841156006
-21.482538,-12.49149,obat,terbakar,0.45570382475852966
-27.206905,1.936482,pemakan,terbakar,0.45232173800468445
7.281769,-24.131891,kena,terbakar,0.4398556351661682
6.9042144,-31.501898,susah,terbakar,0.43782857060432434
3.5113955,-7.302045,tiang,lahatnya,0.7009189128875732
-7.714912,-12.771175,dililit,lahatnya,0.6331809759140015
0.51641077,-16.3506,haji,lahatnya,0.629348635673523
2.0399306,-7.980817,membesar,lahatnya,0.5285848379135132
12.61892,-19.369133,suara,lahatnya,0.5138775706291199
5.4891605,-15.399722,biro,lahatnya,0.5110542178153992
31.098402,-2.8502195,terbelit,lahatnya,0.4903590679168701
-2.0933604,-9.445733,tetimpa,lahatnya,0.47730711102485657
-7.4188285,-4.569411,menyia,lahatnya,0.47609925270080566
-4.7251883,5.9321275,terbawa,lahatnya,0.46617597341537476
-11.276412,-1.0873916,lubang,sampah,0.635050892829895
-15.359891,-21.668463,kilat,sampah,0.5900586843490601
-7.8544765,1.4242263,timah,sampah,0.5628343820571899
-12.21452,2.6913881,paku,sampah,0.5588791966438293
-2.073591,3.2933745,berwarna,sampah,0.5476927161216736
-3.8759606,6.6708403,mengiringi,sampah,0.5362256765365601
-4.260876,2.814428,dukun,sampah,0.49437639117240906
-3.695291,0.33557656,kejam,sampah,0.48637640476226807
-11.527649,3.762583,pencuri,sampah,0.47889095544815063
-5.116403,2.761394,ajal,sampah,0.4768977165222168
-17.27585,-6.444387,menantu,kuburannya,0.6086990237236023
13.060806,5.1953993,bicara,kuburannya,0.5351278185844421
13.213231,1.3092738,karung,kuburannya,0.5273271799087524
-3.6438303,-16.58741,susu,kuburannya,0.5232692360877991
-2.3101716,-14.029559,coran,kuburannya,0.49737119674682617
19.957552,1.4536235,mulut,kuburannya,0.46181172132492065
31.953085,-8.692916,limbah,kuburannya,0.4614110589027405
18.032585,-0.07586345,bohong,kuburannya,0.46124857664108276
4.912544,-19.115372,lalat,kuburannya,0.4447367191314697
19.17024,3.9262214,kuburnya,kuburannya,0.4398636519908905
-11.539752,29.53224,air,culas,0.5711315870285034
-32.374294,6.447247,gila,culas,0.5394458770751953
18.602295,-13.933411,kandang,culas,0.5063584446907043
12.180837,-12.769097,tewas,culas,0.49439287185668945
-26.923029,5.815141,kencang,culas,0.48707205057144165
-31.704138,0.9992541,tua,culas,0.48665258288383484
17.002779,-11.493944,godam,culas,0.4521636366844177
-13.762082,-10.520506,masjid,culas,0.4429669678211212
18.485157,-16.903206,ditusuk,culas,0.4317532181739807
-1.8487508,6.9844785,pempek,culas,0.42912429571151733
8.981743,5.9587836,penebang,makamnya,0.6885679960250854
1.2442052,-16.31204,haji,makamnya,0.558054506778717
-22.935535,20.053827,pabrik,makamnya,0.5337009429931641
-9.318975,-10.029024,menghindari,makamnya,0.524600625038147
-18.115625,-31.808336,menjadikan,makamnya,0.4989568591117859
-4.2245154,-23.542484,jenazah,makamnya,0.4913152754306793
5.986597,9.264502,mencari,makamnya,0.4839681386947632
-1.2914978,-13.034627,dimakan,makamnya,0.4624318778514862
8.24434,-7.7191663,mempermainkan,makamnya,0.46239426732063293
0.69313383,-8.811523,pernikahan,makamnya,0.44765928387641907
1.197502,32.521317,disambar,batu,0.5316485166549683
20.03837,-31.024494,makam,batu,0.4960792362689972
-3.002504,17.993828,anget,batu,0.4772377610206604
-9.970604,17.740797,bendahara,batu,0.4770367443561554
0.38000593,10.261782,rentenir,batu,0.44654580950737
-19.035591,-8.113815,kiblat,batu,0.4462801516056061
24.26752,12.922317,ribuan,batu,0.42061060667037964
